AnlyTxHack__ExternalAccountId__c,AMOUNT,CLOSEDATE,AnlyTxHack__Company_Size__c,AnlyTxHack__Country__c,AnlyTxHack__Industry_Type__c,LEADSOURCE,NAME,STAGENAME,TYPE
0012w00000LRfpfAAD,442236,2020-10-11,Over 201,Belgium,Travel,Trade Show,Opportunity for Martin324,Prospecting,New Business
0012w00000LRfpqAAD,79495.2,2020-10-11,Over 201,China,Construction,Partner,Opportunity for Luna1331,Closed Won,New Business
0012w00000LRfiJAAT,303054,2020-10-11,Over 201,Canada,Construction,Employee Referral,Opportunity for Luna668,Proposal/Price Quote,New Business / Add-on
0012w00000LRfh4AAD,946992,2020-10-11,Over 201,Israel,Entertainment,Word of mouth,Opportunity for Lewis1160,Closed Lost,New Business / Add-on
0012w00000LRfkrAAD,1315800,2020-10-11,0-25,United Arab Emirates,Travel,Advertisement,Opportunity for Park1980,Prospecting,New Business
0012w00000LRfrdAAD,1313820,2020-10-11,Over 201,United States of America,Health Care,Advertisement,Opportunity for Moore962,Closed Won,New Business
0012w00000LRfiKAAT,865050,2020-10-12,Over 201,India,Consumer Goods,Partner,Opportunity for Castillo325,Qualification,New Business
0012w00000LRfkKAAT,466668,2020-10-12,Over 201,China,Manufacturing,Trade Show,Opportunity for Mann1985,Prospecting,New Business / Add-on
0012w00000LRfhIAAT,64908,2020-10-12,0-25,India,Manufacturing,Web,Opportunity for Wade966,Closed Lost,New Business
0012w00000LRfgdAAD,2803920,2020-10-12,26-200,Australia,Travel,Employee Referral,Opportunity for Campbell1166,Perception Analysis,New Business / Add-on
0012w00000LRfvJAAT,2419500,2020-10-12,Over 201,United Arab Emirates,Entertainment,Trade Show,Opportunity for Malone1334,Closed Won,New Business / Add-on
0012w00000LRfjmAAD,30540,2020-10-12,Over 201,Israel,Entertainment,Employee Referral,Opportunity for Stevenson670,Closed Won,New Business
0012w00000LRfgJAAT,61776,2020-10-12,Over 201,Australia,Entertainment,Web,Opportunity for Allen1162,Closed Lost,Existing Business
0012w00000LRfkjAAD,2945988,2020-10-13,Over 201,The United Kingdom,Construction,Partner,Opportunity for Klein103,Qualification,Existing Business
0012w00000LRfvYAAT,1904085,2020-10-13,Over 201,United Arab Emirates,Computer Software,Public Relations,Opportunity for Paul1992,Value Proposition,New Business
0012w00000LRfpqAAD,303054,2020-10-13,Over 201,The United Kingdom,Construction,Partner,Opportunity for Luna1331,Closed Won,New Business
0012w00000LRfn4AAD,391392,2020-10-13,Over 201,Austria,Consumer Goods,Word of mouth,Opportunity for Gill1167,Closed Won,New Business
0012w00000LRfgTAAT,313680,2020-10-13,Over 201,United States of America,Manufacturing,Word of mouth,Opportunity for Sharp1336,Proposal/Price Quote,New Business
0012w00000LRftyAAD,883500,2020-10-13,Over 201,Russia,Consumer Goods,Web,Opportunity for Ramirez671,Closed Won,Existing Business
0012w00000LRftRAAT,2426880,2020-10-13,Over 201,Australia,Travel,Employee Referral,Opportunity for Lloyd1165,Prospecting,New Business / Add-on
0012w00000LRfqgAAD,3427008,2020-10-14,Over 201,Russia,Construction,Employee Referral,Opportunity for Ramirez108,Closed Lost,New Business
0012w00000LRfgYAAT,338040,2020-10-14,Over 201,United States of America,Entertainment,Advertisement,Opportunity for Burton1994,Prospecting,New Business / Add-on
0012w00000LRfukAAD,3666120,2020-10-14,Over 201,Belarus,Travel,Employee Referral,Opportunity for Gross1521,Closed Lost,New Business / Add-on
0012w00000LRfmBAAT,3901968,2020-10-14,26-200,Canada,Manufacturing,Employee Referral,Opportunity for Brown672,Value Proposition,Existing Business
0012w00000LRfgdAAD,2549160,2020-10-14,26-200,Austria,Travel,Employee Referral,Opportunity for Campbell1166,Perception Analysis,New Business / Add-on
0012w00000LRfmlAAD,2521506,2020-10-14,26-200,India,Entertainment,Employee Referral,Opportunity for Shaw1337,Qualification,New Business
0012w00000LRfvJAAT,1577280,2020-10-14,Over 201,Russia,Entertainment,Trade Show,Opportunity for Malone1334,Closed Lost,New Business / Add-on
0012w00000LRfsTAAT,78084,2020-10-15,26-200,Canada,Consumer Goods,Employee Referral,Opportunity for Jones110,Closed Lost,New Business / Add-on
0012w00000LRfuBAAT,3274668,2020-10-15,Over 201,Israel,Construction,Web,Opportunity for Barton675,Closed Lost,New Business / Add-on
0012w00000LRfgTAAT,356166,2020-10-15,Over 201,Canada,Manufacturing,Word of mouth,Opportunity for Sharp1336,Proposal/Price Quote,New Business
0012w00000LRfoOAAT,553147.2,2020-10-15,Over 201,The United Kingdom,Manufacturing,Web,Opportunity for Guzman1338,Closed Won,New Business / Add-on
0012w00000LRfn4AAD,1686600,2020-10-15,Over 201,Belarus,Consumer Goods,Word of mouth,Opportunity for Gill1167,Closed Won,New Business
0012w00000LRfw1AAD,3261000,2020-10-15,Over 201,United States of America,Travel,Word of mouth,Opportunity for Santiago1997,Prospecting,New Business
0012w00000LRftkAAD,3840900,2020-10-15,Over 201,Brazil,Health Care,Employee Referral,Opportunity for Martinez1527,Closed Won,New Business
0012w00000LRfkHAAT,1797912,2020-10-16,26-200,Israel,Consumer Goods,Word of mouth,Opportunity for Adkins111,Closed Lost,Existing Business
0012w00000LRfk0AAD,671496,2020-10-16,Over 201,India,Consumer Goods,Advertisement,Opportunity for Spencer490,Value Proposition,New Business
0012w00000LRfukAAD,395310,2020-10-16,Over 201,Israel,Travel,Employee Referral,Opportunity for Gross1521,Closed Lost,New Business / Add-on
0012w00000LRfliAAD,2929080,2020-10-16,Over 201,Belarus,Travel,Employee Referral,Opportunity for Medina1531,Closed Won,New Business / Add-on
0012w00000LRfmZAAT,4111740,2020-10-16,0-25,Brazil,Travel,Employee Referral,Opportunity for Gibbs1339,Prospecting,Existing Business
0012w00000LRfklAAD,516396,2020-10-16,Over 201,Australia,Entertainment,Word of mouth,Opportunity for Duncan681,Needs Analysis,New Business
0012w00000LRfmlAAD,2745900,2020-10-16,26-200,Israel,Entertainment,Employee Referral,Opportunity for Shaw1337,Closed Lost,New Business
0012w00000LRfiBAAT,168126,2020-10-17,Over 201,Australia,Construction,Partner,Opportunity for Lynch113,Closed Won,New Business
0012w00000LRfo6AAD,3221358,2020-10-17,Over 201,Austria,Construction,Trade Show,Opportunity for Manning1045,Closed Won,New Business / Add-on
0012w00000LRfoOAAT,3060000,2020-10-17,Over 201,Australia,Manufacturing,Web,Opportunity for Guzman1338,Closed Won,New Business / Add-on
0012w00000LRfmSAAT,1359120,2020-10-17,Over 201,Belarus,Travel,Trade Show,Opportunity for Hill1534,Closed Lost,New Business / Add-on
0012w00000LRfk0AAD,4231626,2020-10-17,Over 201,Russia,Consumer Goods,Partner,Opportunity for Chavez1340,Qualification,New Business
0012w00000LRftFAAT,1227984,2020-10-17,26-200,India,Travel,Trade Show,Opportunity for Wilkerson493,Prospecting,New Business
0012w00000LRftkAAD,48600,2020-10-17,Over 201,Australia,Health Care,Employee Referral,Opportunity for Martinez1527,Closed Won,New Business
0012w00000LRfmZAAT,551136,2020-10-18,0-25,Russia,Travel,Employee Referral,Opportunity for Gibbs1339,Closed Lost,Existing Business
0012w00000LRfqBAAT,343287.6,2020-10-18,26-200,Belarus,Manufacturing,Employee Referral,Opportunity for Peterson1536,Closed Won,New Business
0012w00000LRfr4AAD,1213080,2020-10-18,26-200,Austria,Construction,Trade Show,Opportunity for Carroll233,Needs Analysis,New Business / Add-on
0012w00000LRfmcAAD,126252,2020-10-18,26-200,Belarus,Construction,Web,Opportunity for Colon1047,Closed Won,New Business / Add-on
0012w00000LRfuXAAT,436681.2,2020-10-18,0-25,Canada,Construction,Partner,Opportunity for Walker1342,Closed Won,New Business
0012w00000LRfliAAD,288896.4,2020-10-18,Over 201,Austria,Travel,Employee Referral,Opportunity for Medina1531,Prospecting,New Business / Add-on
0012w00000LRfhNAAT,125712,2020-10-18,Over 201,The United Kingdom,Entertainment,Advertisement,Opportunity for Lyons494,Prospecting,New Business
0012w00000LRfkWAAT,2863950,2020-10-19,26-200,Brazil,Consumer Goods,Partner,Opportunity for Simon1538,Closed Won,New Business
0012w00000LRfr1AAD,4617240,2020-10-19,26-200,Belarus,Construction,Word of mouth,Opportunity for Murphy234,Closed Won,Existing Business
0012w00000LRfnkAAD,2840652,2020-10-19,26-200,Russia,Construction,Employee Referral,Opportunity for Smith497,Value Proposition,New Business / Add-on
0012w00000LRfk0AAD,153918,2020-10-19,Over 201,Austria,Consumer Goods,Partner,Opportunity for Chavez1340,Qualification,New Business
0012w00000LRfgjAAD,1715712,2020-10-19,Over 201,Israel,Manufacturing,Seminar - Internal,Opportunity for Sanders1345,Closed Won,Existing Business
0012w00000LRfkyAAD,76320,2020-10-19,Over 201,Canada,Travel,Partner,Opportunity for McKenzie1054,Closed Won,Existing Business
0012w00000LRfmSAAT,25968,2020-10-19,Over 201,Belarus,Travel,Trade Show,Opportunity for Hill1534,Prospecting,New Business / Add-on
0012w00000LRfw9AAD,54318,2020-10-20,26-200,Belgium,Manufacturing,Web,Opportunity for Glover1542,Negotiation/Review,New Business
0012w00000LRftqAAD,308637.6,2020-10-20,Over 201,Brazil,Construction,Advertisement,Opportunity for Butler235,Closed Lost,Existing Business
0012w00000LRfgLAAT,392574,2020-10-20,26-200,Canada,Manufacturing,Public Relations,Opportunity for Reeves502,Perception Analysis,New Business / Add-on
0012w00000LRfsWAAT,20211.6,2020-10-20,26-200,Brazil,Manufacturing,Partner,Opportunity for Vega1066,Value Proposition,New Business / Add-on
0012w00000LRfqBAAT,1498800,2020-10-20,26-200,Austria,Manufacturing,Employee Referral,Opportunity for Peterson1536,Closed Won,New Business
0012w00000LRfuXAAT,95460,2020-10-20,0-25,Belarus,Construction,Partner,Opportunity for Walker1342,Closed Won,New Business
0012w00000LRftvAAD,218258.4,2020-10-20,0-25,Belgium,Travel,Advertisement,Opportunity for Sparks1346,Closed Won,New Business / Add-on
0012w00000LRfqgAAD,744240,2020-10-21,Over 201,Belgium,Construction,Employee Referral,Opportunity for Rodgers237,Closed Won,New Business / Add-on
0012w00000LRfohAAD,1020,2020-10-21,Over 201,Belgium,Computer Software,Public Relations,Opportunity for Owen1424,Closed Won,New Business
0012w00000LRfkWAAT,905568,2020-10-21,26-200,Belarus,Consumer Goods,Partner,Opportunity for Simon1538,Closed Won,New Business
0012w00000LRfgjAAD,4216056,2020-10-21,Over 201,Brazil,Manufacturing,Seminar - Internal,Opportunity for Sanders1345,Closed Won,Existing Business
0012w00000LRfgkAAD,759552,2020-10-21,0-25,Brazil,Travel,Public Relations,Opportunity for Edwards1901,Closed Won,New Business / Add-on
0012w00000LRfqEAAT,2701140,2020-10-21,26-200,Australia,Construction,Advertisement,Opportunity for Hart1350,Closed Won,New Business
0012w00000LRfrGAAT,2462400,2020-10-21,Over 201,Israel,Health Care,Partner,Opportunity for Pope508,Closed Won,New Business / Add-on
0012w00000LRftvAAD,4267152,2020-10-22,0-25,Canada,Travel,Advertisement,Opportunity for Sparks1346,Closed Lost,New Business / Add-on
0012w00000LRfv3AAD,307530,2020-10-22,0-25,China,Construction,Seminar - Internal,Opportunity for Willis238,Closed Won,New Business
0012w00000LRfuZAAT,1469214,2020-10-22,Over 201,China,Entertainment,Trade Show,Opportunity for Love1426,Perception Analysis,New Business
0012w00000LRfw9AAD,292140,2020-10-22,26-200,Brazil,Manufacturing,Web,Opportunity for Glover1542,Negotiation/Review,New Business
0012w00000LRfhZAAT,1456992,2020-10-22,Over 201,Austria,Construction,Trade Show,Opportunity for Johnson1707,Closed Lost,New Business / Add-on
0012w00000LRfpYAAT,1358964,2020-10-22,Over 201,India,Travel,Employee Referral,Opportunity for Fernandez851,Closed Won,Existing Business
0012w00000LRfrVAAT,512085,2020-10-22,26-200,Austria,Health Care,Word of mouth,Opportunity for Keller977,Closed Won,New Business / Add-on
0012w00000LRfmOAAT,352125,2020-10-22,0-25,China,Health Care,Employee Referral,Opportunity for Stevenson1907,Closed Won,New Business / Add-on
0012w00000LRfupAAD,5247375,2020-10-22,Over 201,Russia,Health Care,Employee Referral,Opportunity for Gordon1919,Closed Won,New Business
0012w00000LRfuEAAT,4895805,2020-10-22,0-25,Belgium,Health Care,Public Relations,Opportunity for Parks1244,Closed Won,Existing Business
0012w00000LRfuaAAD,566100,2020-10-22,Over 201,China,Health Care,Word of mouth,Opportunity for Hall1246,Closed Won,New Business / Add-on
0012w00000LRfvzAAD,4948125,2020-10-22,26-200,United States of America,Health Care,Seminar - Internal,Opportunity for Morton1251,Closed Won,New Business
0012w00000LRfvjAAD,173685,2020-10-22,0-25,India,Health Care,Employee Referral,Opportunity for Delgado1258,Closed Won,New Business / Add-on
0012w00000LRfmOAAT,6318210,2020-10-22,0-25,Belgium,Health Care,Employee Referral,Opportunity for Stevenson1907,Closed Won,New Business / Add-on
0012w00000LRfupAAD,4302600,2020-10-22,Over 201,The United Kingdom,Health Care,Employee Referral,Opportunity for Gordon1919,Closed Won,New Business
0012w00000LRfgiAAD,3974730,2020-10-22,Over 201,India,Health Care,Trade Show,Opportunity for Keller1431,Closed Won,New Business
0012w00000LRfspAAD,1239360,2020-10-23,26-200,Australia,Consumer Goods,Trade Show,Opportunity for Gordon852,Value Proposition,New Business / Add-on
0012w00000LRfqEAAT,116372.4,2020-10-23,26-200,Belgium,Construction,Advertisement,Opportunity for Hart1350,Closed Won,New Business
0012w00000LRfucAAD,3580560,2020-10-23,26-200,United Arab Emirates,Travel,Partner,Opportunity for Padilla247,Closed Lost,New Business / Add-on
0012w00000LRfhoAAD,1787052,2020-10-23,Over 201,Belarus,Travel,Partner,Opportunity for Parker1715,Perception Analysis,New Business / Add-on
0012w00000LRfgkAAD,436080,2020-10-23,0-25,The United Kingdom,Travel,Public Relations,Opportunity for Edwards1901,Closed Lost,New Business / Add-on
0012w00000LRfkXAAT,3265560,2020-10-23,Over 201,United Arab Emirates,Entertainment,Trade Show,Opportunity for Aguilar1908,Qualification,Existing Business
0012w00000LRfqUAAT,241886.4,2020-10-23,0-25,United Arab Emirates,Entertainment,Trade Show,Opportunity for Flowers1427,Needs Analysis,New Business / Add-on
0012w00000LRfkpAAD,1857975,2020-10-24,Over 201,United States of America,Computer Software,Web,Opportunity for Anderson1911,Closed Won,New Business / Add-on
0012w00000LRfnlAAD,346968,2020-10-24,0-25,United Arab Emirates,Consumer Goods,Employee Referral,Opportunity for Barnett252,Closed Lost,Existing Business
0012w00000LRflaAAD,527256,2020-10-24,Over 201,Austria,Manufacturing,Web,Opportunity for Atkins860,Closed Lost,Existing Business
0012w00000LRfjTAAT,579562.5,2020-10-24,Over 201,United States of America,Computer Software,Partner,Opportunity for Hoffman1430,Closed Won,Existing Business
0012w00000LRfk0AAD,6402180,2020-10-24,Over 201,United Arab Emirates,Consumer Goods,Employee Referral,Opportunity for Erickson1716,Closed Won,New Business / Add-on
0012w00000LRfhZAAT,772800,2020-10-24,Over 201,China,Construction,Trade Show,Opportunity for Johnson1707,Closed Lost,New Business / Add-on
0012w00000LRfo6AAD,1095888,2020-10-25,Over 201,India,Construction,Advertisement,Opportunity for Chandler1913,Closed Won,New Business / Add-on
0012w00000LRfuYAAT,1751010,2020-10-25,26-200,Belarus,Consumer Goods,Web,Opportunity for Gordon872,Closed Lost,New Business / Add-on
0012w00000LRfhoAAD,962400,2020-10-25,Over 201,United Arab Emirates,Travel,Partner,Opportunity for Parker1715,Perception Analysis,New Business / Add-on
0012w00000LRfi2AAD,103884,2020-10-25,0-25,Brazil,Travel,Employee Referral,Opportunity for Lewis1718,Negotiation/Review,New Business
0012w00000LRfqpAAD,1511808,2020-10-25,0-25,United States of America,Entertainment,Advertisement,Opportunity for Cooper256,Prospecting,Existing Business
0012w00000LRfkXAAT,2766660,2020-10-25,Over 201,China,Entertainment,Trade Show,Opportunity for Aguilar1908,Qualification,Existing Business
0012w00000LRfkpAAD,3990990,2020-10-26,Over 201,United Arab Emirates,Computer Software,Web,Opportunity for Anderson1911,Closed Lost,New Business / Add-on
0012w00000LRfqwAAD,2125380,2020-10-26,26-200,United States of America,Entertainment,Advertisement,Opportunity for French1719,Value Proposition,New Business
0012w00000LRfv3AAD,928368,2020-10-26,0-25,India,Construction,Trade Show,Opportunity for Campbell329,Closed Won,New Business
0012w00000LRfk0AAD,1708668,2020-10-26,Over 201,United States of America,Consumer Goods,Employee Referral,Opportunity for Erickson1716,Closed Won,New Business / Add-on
0012w00000LRfuhAAD,3686400,2020-10-26,26-200,The United Kingdom,Entertainment,Word of mouth,Opportunity for Walsh1918,Prospecting,New Business / Add-on
0012w00000LRfryAAD,375840,2020-10-26,Over 201,Brazil,Entertainment,Trade Show,Opportunity for Rogers1242,Closed Lost,New Business
0012w00000LRfrzAAD,2968500,2020-10-26,Over 201,The United Kingdom,Health Care,Employee Referral,Opportunity for Allison1432,Closed Won,New Business
0012w00000LRfpWAAT,1420440,2020-10-27,Over 201,Russia,Construction,Web,Opportunity for Dixon1438,Needs Analysis,New Business
0012w00000LRfo6AAD,371925.6,2020-10-27,Over 201,United States of America,Construction,Advertisement,Opportunity for Chandler1913,Closed Won,New Business / Add-on
0012w00000LRfiAAAT,2123550,2020-10-27,Over 201,India,Computer Software,Public Relations,Opportunity for Duncan1725,Closed Won,Existing Business
0012w00000LRflaAAD,1881336,2020-10-27,Over 201,The United Kingdom,Manufacturing,Advertisement,Opportunity for Reynolds330,Closed Lost,New Business / Add-on
0012w00000LRfi2AAD,2620500,2020-10-27,0-25,India,Travel,Employee Referral,Opportunity for Lewis1718,Negotiation/Review,New Business
0012w00000LRfpQAAT,4341585,2020-10-28,Over 201,Canada,Computer Software,Partner,Opportunity for Chandler1439,Closed Lost,Existing Business
0012w00000LRfmgAAD,631440,2020-10-28,0-25,Russia,Manufacturing,Employee Referral,Opportunity for Fletcher332,Needs Analysis,New Business / Add-on
0012w00000LRfqwAAD,1252596,2020-10-28,26-200,The United Kingdom,Entertainment,Advertisement,Opportunity for French1719,Value Proposition,New Business
0012w00000LRflbAAD,2208000,2020-10-28,Over 201,China,Travel,Word of mouth,Opportunity for Leonard584,Closed Lost,Existing Business
